method,description,implementation_status,backend,model_family,state_source,input_channel,evaluation_mode,training_scenario,validation_scenario,scenario,scenario_title,validation_score,train_elapsed_s,train_cpu_s,train_gpu_s,gpu_memory_mb,rollout_elapsed_s,total_elapsed_s,train_loss_final,decision_variables,train_samples,rmse_position_m,rmse_velocity_mps,rmse_quaternion,rmse_rates_rad_s,rmse_mocap_position_m,rmse_mocap_quaternion,notes
6DOF-UDE-Residual,Attached-flow nominal dynamics plus quadratic learned residual map.,implemented,numpy-residual-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,1.012614123691872,0.18017166199933854,0.1801479730000004,0.0,0.0,1.0857519959972706,1.265923657996609,,2565,19200,71.7708857310188,10.663560012635493,0.5349703824577945,10.914176987377292,71.7708857310188,0.5349703824577945,Fast deterministic UDE analogue for the initial 6DOF benchmark.
6DOF-PINN-Closure,Physics-structured residual closure constrained to the attached-flow 6DOF equations.,implemented,numpy-sparse-closure,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,0.57793920218429,0.0011254899982304778,0.001124771000000635,0.0,0.0,1.0907238369982224,1.0918493269964529,,390,19200,44.74471168317926,9.206650607973383,0.5262251251929266,3.981256241929265,44.74471168317926,0.5262251251929267,Tractable PINN-style row: the rigid-body equations are fixed and only a sparse closure is learned.
6DOF-Subspace-Hankel,Lagged ARX/Hankel linear predictor using a three-sample state history.,implemented,numpy-hankel-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,27.90032467241364,0.07588837600269471,0.07585878300000104,0.0,0.0,0.06867548399895895,0.14456386000165367,,572,19136,19812.505120413338,8.056416031756015,0.47720178217400344,21.37397012441763,19812.505120413338,0.47720178217400344,Compact subspace-style baseline; validation rollout is initialized from the first state only.
6DOF-GP-RBF,Sparse RBF/Gaussian-process-style residual surrogate around attached-flow dynamics.,implemented,numpy-rbf-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,0.21981860196638936,0.24737143599850242,0.24734211199999834,0.0,0.0,0.8610953480019816,1.108466784000484,,2910,19200,47.81012379628238,7.3360039865321065,0.48772117997091474,0.4599292035598716,47.81012379628238,0.48772117997091474,RBF residual closure trained on a deterministic subset to keep the 6DOF suite tractable.
6DOF-NN-Surrogate,Random-feature neural-surrogate analogue for residual dynamics.,implemented,numpy-random-feature,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,0.23123921742026976,0.2685758629995689,0.2685566890000004,0.0,0.0,0.8721002219972434,1.1406760849968123,,3131,19200,43.43379604646955,7.39523036095652,0.47406119906953215,0.6474593159413835,43.43379604646955,0.47406119906953215,Closed-form random-feature surrogate used as a lightweight 6DOF neural baseline.
6DOF-OEM-MocapOutput,Lagged affine open-loop predictor on mocap position/quaternion outputs.,implemented,numpy-lagged-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,0.2348686419026203,0.06588716200349154,0.0658878499999993,0.0,0.0,0.041116224998404505,0.10700338700189604,,182,19136,nan,nan,nan,nan,39.09194947857769,0.4940561133086651,Scores mocap-output NRMSE because full velocity/rate states are not predicted. The validation rollout is seeded with a three-sample pose history so initial translation rate is observable.
6DOF-Nominal,Attached-flow nominal 6DOF rollout using pilot commands and no fitted stall correction.,implemented,numpy-rk4,aircraft6dof,direct,u_cmd,open_loop,none,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,0.6911738450622387,0.0,0.0,0.0,0.0,0.2063717809978698,0.2063717809978698,,0,0,0.7774075759057567,1.0207974323456308,0.22443171713086119,1.81650478849702,0.7774075759057567,0.22443171713086119,"No-fit baseline; mismatch includes actuator lag, hidden stall/nonlinear aerodynamics, and mocap-derived initialization error."
6DOF-LinearSS,Global affine discrete state-space fit x[k+1]=A x[k]+B u_cmd[k]+c.,implemented,numpy-ridge,aircraft6dof,direct,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,0.4660698390599133,0.0005373109997890424,0.0005357400000001178,0.0,0.0,0.034670721001020866,0.03520803200080991,,234,1341,5.2611696647117006,0.9011559010569894,0.17226707865898078,0.3644522041645171,5.261169664711701,0.17226707865898078,Open-loop rollout; validation measurements are not assimilated after initialization.
6DOF-RidgeResidual,Nominal RK4 model plus ridge-fitted one-step residual correction.,implemented,numpy-rk4-ridge,aircraft6dof,direct,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,1.9870136545324415,0.3038036549987737,0.019113154999999438,0.0,0.0,0.22025853600280243,0.5240621910015761,,234,1341,2.1279966936244943,4.179487516950263,0.39942471280154007,5.899040401663125,2.1279966936244947,0.39942471280154007,Residual corrects actuator lag and hidden nonlinear stall/aerodynamic effects around the attached-flow model.
6DOF-Model-Stitching,Airdata-scheduled family of local affine one-step state models.,implemented,numpy-local-ridge,aircraft6dof,direct,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,2.0126361934715047,0.02742751999903703,0.02739716800000025,0.0,0.0,0.04475839500082657,0.0721859149998636,,1422,1341,5.066880385615089,4.6814169200262805,0.47497882683140386,3.9723279291862124,5.066880385615089,0.47497882683140386,"Local models are selected by speed, angle of attack, and sideslip during open-loop validation."
6DOF-Frequency-Welch,Frequency-domain-inspired global linear baseline approximated by a regularized one-step realization.,implemented,numpy-regularized-realization,aircraft6dof,direct,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,0.4638084240026648,0.0005275809999147896,0.00052669000000094,0.0,0.0,0.03160905000186176,0.03213663100177655,,234,1341,5.242297824882059,0.8963615249212035,0.17080089259732872,0.36301292549492314,5.24229782488206,0.17080089259732872,Placeholder 6DOF frequency row: uses an identified realization rather than CIFER/SIDPAC tooling.
6DOF-Frequency-Stitching,Airdata-scheduled local realization residuals around the nominal 6DOF equations.,implemented,numpy-local-realization,aircraft6dof,direct,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,1.920562895902698,0.32415896199745475,0.045731152999998415,0.0,0.0,0.2377587519986264,0.5619177139960811,,1422,1341,2.0085597851002492,4.064765119638476,0.44159280030918735,5.317456366374848,2.0085597851002492,0.44159280030918735,6DOF counterpart to local frequency/model stitching; trained from the selected 6DOF dataset.
6DOF-EKF-ParamID,Recursive-estimation analogue represented by a fitted affine residual parameter vector.,implemented,numpy-ridge-paramid,aircraft6dof,direct,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,1.987006391491097,0.29674569300186704,0.01858033599999942,0.0,0.0,0.21578972399947816,0.5125354170013452,,234,1341,2.127996014126942,4.17947662294095,0.39942313570892707,5.89901122580901,2.127996014126942,0.39942313570892707,The validation phase is open loop and receives only pilot commands after initialization.
6DOF-Fisher-UQ,Fisher-information wrapper around the fitted residual parameter model.,implemented,numpy-ridge-uq,aircraft6dof,direct,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,1.987006391491097,0.29674569300186704,0.01858033599999942,0.0,0.0,0.21578972399947816,0.5125354170013452,,234,1341,2.127996014126942,4.17947662294095,0.39942313570892707,5.89901122580901,2.127996014126942,0.39942313570892707,Point prediction matches the EKF-style parameter estimate; uncertainty diagnostics are reported in the CSV metadata only.
6DOF-OEM-SS,Output-error state-space residual model using the same open-loop rollout structure as the fitted parameter model.,implemented,numpy-rk4-ridge,aircraft6dof,direct,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,1.987006391491097,0.29674569300186704,0.01858033599999942,0.0,0.0,0.21578972399947816,0.5125354170013452,,234,1341,2.127996014126942,4.17947662294095,0.39942313570892707,5.89901122580901,2.127996014126942,0.39942313570892707,"Lightweight 6DOF OEM analogue; validation is open loop, but the training solve is one-step residual ridge rather than a full multiple-shooting NLP."
6DOF-EquationError-LS,Affine derivative regression rolled out open-loop with explicit integration.,implemented,numpy-ridge-derivative,aircraft6dof,direct,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,15.270361385013162,0.0008273899984487798,0.000826820000000339,0.0,0.0,0.03762436299803085,0.03845175299647963,,270,1341,131.40161356947425,4.091762003637479,0.5930427742156398,55.07653416326777,131.40161356947425,0.5930427742156398,6DOF analogue of equation-error least squares; sensitive to derivative noise in mocap-derived states.
6DOF-Variational-Mocap,Smoothed weak-form derivative fit used as a lightweight variational baseline.,implemented,numpy-smoothed-weak,aircraft6dof,direct,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,15.622781123743433,0.0021450109998113476,0.0021444410000022174,0.0,0.0,0.037528692999330815,0.03967370399914216,,270,1341,93.44106066783797,4.125860899117827,0.5861411112350905,57.8333144419973,93.44106066783797,0.5861411112350905,Approximates the variational idea by smoothing trajectories before derivative regression.
6DOF-SINDy,Sparse quadratic-library derivative model for the full 6DOF state.,implemented,numpy-stlsq,aircraft6dof,direct,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,12.068973713388774,0.016618295998341637,0.01661256499999908,0.0,0.0,0.09858281400011037,0.11520110999845201,,351,1341,19.250273075906627,5.845482263240917,0.6088184110117738,55.17210229314409,19.250273075906627,0.6088184110117738,Uses a generic polynomial library rather than aerodynamic-coefficient structure.
6DOF-Symbolic-Stepwise,Sparse stepwise quadratic one-step predictor.,implemented,numpy-sparse-ridge,aircraft6dof,direct,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,12.103088004147887,0.015023536001535831,0.015023083999999187,0.0,0.0,0.09775643299872172,0.11277996900025755,,468,1341,16.141009367532924,7.159352589218214,0.4987568738297047,58.95759299591604,16.141009367532924,0.4987568738297047,Symbolic-regression-style sparse predictor used as a 6DOF counterpart to the 3DOF symbolic row.
6DOF-Koopman-EDMD,Quadratic lifted one-step predictor rolled out in the original state coordinates.,implemented,numpy-edmd,aircraft6dof,direct,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,8884.988198565123,0.01414850400033174,0.014148044999998888,0.0,0.0,0.09947391499736113,0.11362241899769288,,2565,1341,94523.5468370768,9.152668246120685,0.4611657981041668,76.80604045078731,94523.5468370768,0.4611657981041668,EDMD-style lifted surrogate; no aerodynamic coefficient interpretation.
6DOF-UDE-Residual,Attached-flow nominal dynamics plus quadratic learned residual map.,implemented,numpy-residual-ridge,aircraft6dof,direct,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,6472.376205905135,0.01392597499943804,0.013925014000001568,0.0,0.0,0.28904379999949015,0.3029697749989282,,2565,1341,69000.3784908001,8.31235992595179,0.5769325485653688,72.02983534370308,69000.3784908001,0.5769325485653688,Fast deterministic UDE analogue for the initial 6DOF benchmark.
6DOF-PINN-Closure,Physics-structured residual closure constrained to the attached-flow 6DOF equations.,implemented,numpy-sparse-closure,aircraft6dof,direct,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,3.391214135033595,0.0011293999996269122,0.0011288500000006252,0.0,0.0,0.2858003789988288,0.28692977899845573,,390,1341,3.3234625780711973,4.5583951937899725,0.5270746006115138,13.302855139290227,3.3234625780711977,0.5270746006115138,Tractable PINN-style row: the rigid-body equations are fixed and only a sparse closure is learned.
6DOF-Subspace-Hankel,Lagged ARX/Hankel linear predictor using a three-sample state history.,implemented,numpy-hankel-ridge,aircraft6dof,direct,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,0.2131297978281956,0.006015732000378193,0.006008262000001707,0.0,0.0,0.03386057100215112,0.03987630300252931,,572,1323,2.2552116320074855,0.3095406774699291,0.06782645963440882,0.21775633515568169,2.2552116320074855,0.06782645963440882,Compact subspace-style baseline; validation rollout is initialized from the first state only.
6DOF-GP-RBF,Sparse RBF/Gaussian-process-style residual surrogate around attached-flow dynamics.,implemented,numpy-rbf-ridge,aircraft6dof,direct,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,0.6742750547244184,0.018609907001518877,0.018601785000001314,0.0,0.0,0.2371431819992722,0.2557530890007911,,2910,1341,0.6956086900754765,1.0071112631059633,0.24557187079311701,1.6795319516428473,0.6956086900754765,0.24557187079311701,RBF residual closure trained on a deterministic subset to keep the 6DOF suite tractable.
6DOF-NN-Surrogate,Random-feature neural-surrogate analogue for residual dynamics.,implemented,numpy-random-feature,aircraft6dof,direct,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,1.4865207200487758,0.01804812599948491,0.018006424999999382,0.0,0.0,0.23810780300118495,0.25615592900066986,,3131,1341,1.8996531659785065,2.8078218056242847,0.40486356520804706,4.349988696218716,1.8996531659785065,0.40486356520804706,Closed-form random-feature surrogate used as a lightweight 6DOF neural baseline.
6DOF-Nominal,Attached-flow nominal 6DOF rollout using pilot commands and no fitted stall correction.,implemented,numpy-rk4,aircraft6dof,mocap,u_cmd,open_loop,none,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,0.6901183515678944,0.0,0.0,0.0,0.0,0.20447744100238197,0.20447744100238197,,0,0,0.7710814558813088,1.0204737788993103,0.2243693943967094,1.8193268201795292,0.7710814558813088,0.2243693943967094,"No-fit baseline; mismatch includes actuator lag, hidden stall/nonlinear aerodynamics, and mocap-derived initialization error."
6DOF-LinearSS,Global affine discrete state-space fit x[k+1]=A x[k]+B u_cmd[k]+c.,implemented,numpy-ridge,aircraft6dof,mocap,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,0.3540159970173367,0.05261829799928819,0.052617675000000474,0.0,0.0,0.035630351998406695,0.08824864999769488,,234,1341,3.82655550125584,0.6448870981307544,0.12740230619572568,0.30001410054269445,3.8265555012558403,0.12740230619572568,Open-loop rollout; validation measurements are not assimilated after initialization.
6DOF-RidgeResidual,Nominal RK4 model plus ridge-fitted one-step residual correction.,implemented,numpy-rk4-ridge,aircraft6dof,mocap,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,1.7459624577779063,0.30082655400110525,0.019069756000000382,0.0,0.0,0.22113176600032602,0.5219583200014313,,234,1341,1.4636470504297792,3.794688026431158,0.3734756871468315,5.332910912244679,1.4636470504297792,0.3734756871468315,Residual corrects actuator lag and hidden nonlinear stall/aerodynamic effects around the attached-flow model.
6DOF-Model-Stitching,Airdata-scheduled family of local affine one-step state models.,implemented,numpy-local-ridge,aircraft6dof,mocap,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,4.660025786494202,0.02757041999939247,0.0275391280000008,0.0,0.0,0.0486307469982421,0.07620116699763457,,1422,1341,22.012013993091074,4.4185694928657675,0.40595598623860374,17.76016092532474,22.012013993091074,0.40595598623860374,"Local models are selected by speed, angle of attack, and sideslip during open-loop validation."
6DOF-Frequency-Welch,Frequency-domain-inspired global linear baseline approximated by a regularized one-step realization.,implemented,numpy-regularized-realization,aircraft6dof,mocap,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,0.35195338151682143,0.0005077099995105527,0.0005065999999978033,0.0,0.0,0.03397673199651763,0.03448444199602818,,234,1341,3.816869098157032,0.6399887627594905,0.1264776378844568,0.2984538127994925,3.816869098157032,0.12647763788445682,Placeholder 6DOF frequency row: uses an identified realization rather than CIFER/SIDPAC tooling.
6DOF-Frequency-Stitching,Airdata-scheduled local realization residuals around the nominal 6DOF equations.,implemented,numpy-local-realization,aircraft6dof,mocap,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,1.6990623499851933,0.3218925110013515,0.04797684300000071,0.0,0.0,0.23372930099867517,0.5556218120000267,,1422,1341,1.8436952989186013,3.404710357318965,0.38330442795376585,4.8237630072767805,1.8436952989186013,0.3833044279537659,6DOF counterpart to local frequency/model stitching; trained from the selected 6DOF dataset.
6DOF-EKF-ParamID,Recursive-estimation analogue represented by a fitted affine residual parameter vector.,implemented,numpy-ridge-paramid,aircraft6dof,mocap,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,1.7459590939252365,0.29489420100071584,0.01903029699999692,0.0,0.0,0.22072864700021455,0.5156228480009304,,234,1341,1.4636440519098426,3.7946782235225522,0.37347534463315096,5.3329013162232535,1.4636440519098426,0.37347534463315096,The validation phase is open loop and receives only pilot commands after initialization.
6DOF-Fisher-UQ,Fisher-information wrapper around the fitted residual parameter model.,implemented,numpy-ridge-uq,aircraft6dof,mocap,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,1.7459590939252365,0.29489420100071584,0.01903029699999692,0.0,0.0,0.22072864700021455,0.5156228480009304,,234,1341,1.4636440519098426,3.7946782235225522,0.37347534463315096,5.3329013162232535,1.4636440519098426,0.37347534463315096,Point prediction matches the EKF-style parameter estimate; uncertainty diagnostics are reported in the CSV metadata only.
6DOF-OEM-SS,Output-error state-space residual model using the same open-loop rollout structure as the fitted parameter model.,implemented,numpy-rk4-ridge,aircraft6dof,mocap,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,1.7459590939252365,0.29489420100071584,0.01903029699999692,0.0,0.0,0.22072864700021455,0.5156228480009304,,234,1341,1.4636440519098426,3.7946782235225522,0.37347534463315096,5.3329013162232535,1.4636440519098426,0.37347534463315096,"Lightweight 6DOF OEM analogue; validation is open loop, but the training solve is one-step residual ridge rather than a full multiple-shooting NLP."
6DOF-EquationError-LS,Affine derivative regression rolled out open-loop with explicit integration.,implemented,numpy-ridge-derivative,aircraft6dof,mocap,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,16.785511565879006,0.0008254599997599144,0.0008243999999990592,0.0,0.0,0.036912422998284455,0.03773788299804437,,270,1341,69.40979817652543,8.751792319765462,0.5965913060490333,62.44396073575367,69.40979817652543,0.5965913060490333,6DOF analogue of equation-error least squares; sensitive to derivative noise in mocap-derived states.
6DOF-Variational-Mocap,Smoothed weak-form derivative fit used as a lightweight variational baseline.,implemented,numpy-smoothed-weak,aircraft6dof,mocap,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,16.94896960379219,0.002131540997652337,0.0021311110000006295,0.0,0.0,0.04031958400082658,0.04245112499847892,,270,1341,86.70371610654344,4.288191316423948,0.5661317159700285,61.34423232882525,86.70371610654344,0.5661317159700285,Approximates the variational idea by smoothing trajectories before derivative regression.
6DOF-SINDy,Sparse quadratic-library derivative model for the full 6DOF state.,implemented,numpy-stlsq,aircraft6dof,mocap,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,2713.6281216389907,0.01706563599873334,0.017068115000000716,0.0,0.0,0.10131432500202209,0.11837996100075543,,351,1341,70567.37637692376,5.526937427794812,0.5664382400197219,78.50479736892852,70567.37637692376,0.5664382400197219,Uses a generic polynomial library rather than aerodynamic-coefficient structure.
6DOF-Symbolic-Stepwise,Sparse stepwise quadratic one-step predictor.,implemented,numpy-sparse-ridge,aircraft6dof,mocap,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,3291.886978908891,0.014903204999427544,0.01490304400000042,0.0,0.0,0.0988617350012646,0.11376494000069215,,468,1341,77760.17139002329,7.224103883183091,0.6182190846799277,78.43051933860886,77760.17139002329,0.6182190846799277,Symbolic-regression-style sparse predictor used as a 6DOF counterpart to the 3DOF symbolic row.
6DOF-Koopman-EDMD,Quadratic lifted one-step predictor rolled out in the original state coordinates.,implemented,numpy-edmd,aircraft6dof,mocap,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,9073.580660576614,0.013802465000480879,0.013785123999998206,0.0,0.0,0.10097617500287015,0.11477864000335103,,2565,1341,96598.34283389749,9.362378887494021,0.5091203928931325,78.59701780186327,96598.34283389749,0.5091203928931325,EDMD-style lifted surrogate; no aerodynamic coefficient interpretation.
6DOF-UDE-Residual,Attached-flow nominal dynamics plus quadratic learned residual map.,implemented,numpy-residual-ridge,aircraft6dof,mocap,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,9061.843868895401,0.013840494997566566,0.013840154000000382,0.0,0.0,0.2936392110023007,0.3074797059998673,,2565,1341,96461.07615147065,9.357039401532255,0.6204585052749988,78.49516727049509,96461.07615147065,0.6204585052749987,Fast deterministic UDE analogue for the initial 6DOF benchmark.
6DOF-PINN-Closure,Physics-structured residual closure constrained to the attached-flow 6DOF equations.,implemented,numpy-sparse-closure,aircraft6dof,mocap,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,3819.4313282470694,0.0011067309969803318,0.001105779999999612,0.0,0.0,0.286104389000684,0.28721111999766435,,390,1341,70386.7345049627,7.186089833411076,0.6424800976521395,78.0946411701489,70386.7345049627,0.6424800976521395,Tractable PINN-style row: the rigid-body equations are fixed and only a sparse closure is learned.
6DOF-Subspace-Hankel,Lagged ARX/Hankel linear predictor using a three-sample state history.,implemented,numpy-hankel-ridge,aircraft6dof,mocap,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,0.2421119115098519,0.0056386619980912656,0.005637822000000625,0.0,0.0,0.030761219997657463,0.03639988199574873,,572,1323,2.1719586415878473,0.33458876272368004,0.07432337579212867,0.25366303195043377,2.1719586415878473,0.07432337579212868,Compact subspace-style baseline; validation rollout is initialized from the first state only.
6DOF-GP-RBF,Sparse RBF/Gaussian-process-style residual surrogate around attached-flow dynamics.,implemented,numpy-rbf-ridge,aircraft6dof,mocap,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,0.8875067078234018,0.016747755998949287,0.01674833499999906,0.0,0.0,0.23055027999726008,0.24729803599620936,,2910,1341,1.1926126844705138,1.7792221288200791,0.2711555599845599,2.117266795418918,1.1926126844705138,0.2711555599845599,RBF residual closure trained on a deterministic subset to keep the 6DOF suite tractable.
6DOF-NN-Surrogate,Random-feature neural-surrogate analogue for residual dynamics.,implemented,numpy-random-feature,aircraft6dof,mocap,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,1.0930939184022865,0.018084596002154285,0.018070504999997183,0.0,0.0,0.23042876000181423,0.2485133560039685,,3131,1341,1.9996331254919975,2.2663756870886425,0.3522852803446359,2.71692000127455,1.9996331254919975,0.3522852803446359,Closed-form random-feature surrogate used as a lightweight 6DOF neural baseline.
6DOF-OEM-MocapOutput,Lagged affine open-loop predictor on mocap position/quaternion outputs.,implemented,numpy-lagged-ridge,aircraft6dof,mocap,u_cmd,open_loop,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,sportcub_mocap_4_17_26,Sport Cub MoCap 4/17/26,0.16528592401060713,0.005351921998226317,0.005351161000000104,0.0,0.0,0.026921759003016632,0.03227368100124295,,182,1323,nan,nan,nan,nan,0.35171591771022226,0.0690885292195497,Scores mocap-output NRMSE because full velocity/rate states are not predicted. The validation rollout is seeded with a three-sample pose history so initial translation rate is observable.
